	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
	extra									Liste os identificadores dos eventos relacionados à execução da atividade 'closed' considerando apenas aqueles que ocorreram antes ou depois do dia 10 de maio.								
	extra									Liste os identificadores dos eventos que não ocorreram no dia 10 de maio e que são decorrentes da execução da atividade 'closed'.								
											(fazer inglês)	 	 					
																		
112	medium	SELECT Count(*), log2.activity FROM log2	SELECT resource, count(idevent), count(activity) FROM log4 GROUP BY resource	2817	2817			Original - a escrita não está clara e redundante		Quantos eventos e atividades foram feitos por cada responsável em resource?	How many events and activities were carried out by each person responsible in the resource?	select resource, count(idevent) n_events, count(activity) n_activities from public.log4_excerpt19 group by 1	Em quantos eventos cada responsável atuou?		SELECT count (*), resource FROM events_log group by resource	S	eventos	Similar a 2669, 2674, nova consulta da 2676 e 2806
	medium							Reformulada e criei uma nova associada		Em quantos eventos cada responsável atuou?								
	medium									Em quantas execuções de atividades cada responsável atuou?	 	 	 					
	medium									Em quantos eventos cada recurso atuou?								
	medium									Em quantos eventos cada recurso trabalhou?								
	medium									Quantos eventos foram associados a cada recurso?								
											(fazer inglês)							
																		
113	?							nova consulta		Em quais atividades cada recurso já atuou?			Em quais atividades cada recurso já atuou?		SELECT resource, activity, count (*) FROM events_log group by resource, activity	S	recurso, atividade	
	?							Detalhe: não estamos falando de ocorrência de atividade		Em quantas atividades cada recurso já trabalhou?								
	?									Quantas atividades foram associadas a cada um dos recursos?								
	?									Liste a quantidade de atividades que já foram associadas a cada um dos recursos.								
	?									Para cada recurso, informe a quantidade de atividades que já foram associadas a ele.								
											(fazer inglês)							
																		
114	?							nova consulta		Em quais atividades o recurso Niclas ainda não atuou?			Quais são as atividades que a Virginia ainda não foi associada?	What are the activities that Virginia has not yet been associated with?	SELECT activity FROM events_log where resource != 'Virginia' EXCEPT SELECT activity FROM events_log where resource = 'Virginia'	S	atividade	
	?									Liste o rótulo das atividades em que o recurso Niclas ainda não atuou.								
	?									Quais são as atividades que o Niclas ainda não foi associado?								
	?									Para quais atividades ainda não há registro de atuação do funcionário Niclas?								
	?									Recupere o rótulo das atividades que ainda não foram associadas ao funcionário Niclas.								
											(fazer inglês)	 	 					
																		
115	medium	SELECT Avg(log1.costevent) FROM log5 JOIN log1 WHERE log5.idcase = 'terminal'	SELECT AVG(DISTINCT COSTEVENT) FROM log8 WHERE activity LIKE '%REJECTED%'	2818	2818			Original - é boa, mas tem semãntica		Qual a média de custo das viagens que tiveram uma fase do processo rejeitada?	What is the average cost of trips that had a process phase rejected?	SELECT AVG(DISTINCT COSTEVENT) FROM log8_excerpt38 WHERE activity LIKE '%REJECTED%'	Qual a média de custo dos casos que passaram pela atividade 'rejeitada'?		SELECT AVG(cost) FROM events_log WHERE idcase IN (SELECT DISTINCT idcase FROM events_log where activity LIKE '%rejected%') 	S	casos	
	medium							Reformulada		Qual a média de custo dos casos que passaram pela atividade 'rejected'?	 	 	 					
	medium							(talvez a gente deva ter dois conjuntos, um com e um sem semântica)		Calcule a média de custo dos casos que passaram pela atividade 'rejected'?								
	medium									Calcule a média de custo dos casos que incluem pelo menos uma ocorrência da atividade 'rejected'.								
	medium									Informe qual é o custo médio dos casos que incluem pelo menos uma ocorrência da atividade 'rejected'.								
	medium									Filtre os casos que passaram pela atividade 'rejected' e então calcule a média de seus custos.								
											(fazer inglês)	 	 					
																		
116	extra	SELECT * FROM log6	SELECT log_s.idcase, (MIN(log_e.startdatetime) - log_s.startdatetime) FROM log6 as log_s JOIN log6 as log_e ON log_s.idcase = log_e.idcase WHERE log_s.activity = 'Awaiting Assignment' AND log_e.activity != 'Awaiting Assignment' AND log_e.startdatetime > log_s.startdatetime GROUP BY log_s.idcase, log_s.activity, log_s.startdatetime	2819	2819			Original - é boa, mas tem semãntica		Qual foi tempo aguardando atribuição de cada problema?	What was the time waiting for each issue to be assigned?	SELECT log_s.idcase, MIN(log_e.startdatetime) - log_s.startdatetime as awaitingassingmenttime FROM log6_excerpt28 log_s INNER JOIN log6_excerpt28 log_e ON log_s.idcase = log_e.idcase WHERE log_s.activity = 'Awaiting Assignment' AND log_e.activity <> 'Awaiting Assignment' AND log_e.startdatetime > log_s.startdatetime GROUP BY log_s.idcase, log_s.activity, log_s.startdatetime	Qual foi o tempo de duração da atividade 'pagamento efetuado' em cada caso?			N	casos, atividade	Rever como fazer essas consultas com diferença de timestamp
	extra							Reformulada		Qual foi o tempo de duração da atividade 'awaiting assignment' em cada caso?	 	não estou certa de que o SQL funciona	 					
	extra							Como vamos lidar com loops nessa consulta?		Quanto tempo durou a atividade 'awaiting assignment' em cada caso?								
	extra									Quanto tempo durou a atividade 'awaiting assignment' em cada instância de processo?								
	extra							Quando ela não ocorre será 0?		Para cada instância de processo, informe a duração da atividade 'awainting assignment'.								
	extra									Informe a duração da atividade 'awaiting assignment' em cada instãncia de processo.								
											(fazer inglês)	 	 					
																		
117	medium	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal'	SELECT count(DISTINCT idcase) FROM log3 WHERE activity LIKE 'O_SENT%'	2821	2821			Original - não vamos falar de subprocessos		Quantas requisições foram enviadas no subprocesso O?	How many requests were sent in subprocess O?	SELECT count(DISTINCT idcase) FROM public.log3_excerpt15 WHERE activity LIKE 'O_SENT%'	Quantas vezes a atividade 'declaração rejeitada pelo pré-aprovador' foi executada?	How many times 'declaration rejected by pre-approver' activity were executed?	SELECT count(*) FROM events_log WHERE activity='Declaration rejected by pre-approver'	S	atividade, eventos	
	medium							Reformulando		Quantos vezes a atividade 'O_SENT' foi executada?	 	 	 					
	medium									Quantas ocorrências da atividade 'O_SENT' existem no log de eventos?								
	medium									Quantas ocorrências da atividade 'O_SENT' foram registrada no log de eventos?								
	medium									Quantas vezes a atividade 'O_SENT' ocorreu?								
	medium									Informe a quantidade de vezes que a atividade 'O_SENT' foi executada.								
	medium									Liste a quantidade de ocorrências da atividade 'O_SENT'.								
											(fazer inglês)	 	 					
																		
118	medium	SELECT log1.idcase, log6.startdatetime FROM log2 ORDER BY log2.resource Asc	SELECT idcase, startdatetime, resource FROM log5 WHERE activity = 'Closed' ORDER BY resource ASC	2822	2822			Original - usou semântica e ficou estranho		Retorne o "idcase" e o campo de data em que a atividade foi fechada, ordenada por "resource".	Select the "idcase" and the "startdatetime" the activity was closed, ordered by "resource".	select idcase, startdatetime, resource where activity = "Closed" order by resource asc	Retorne o identificador do caso e a data em que a atividade 'fim de viagem' foi executada para esse caso, ordenando a resposta em relação ao recurso associado à execução da atividade.	Return the case identifier and the date of 'end trip' activity that was performed for this case, ordering the response relative to the resource associated with executing the activity.	select idcase, timestamp from events_log where activity = "End trip" order by resource	S	casos	Retirei o recurso do SQL, mas fiquei na dúvida se deveria ter.
	medium									Retorne o identificador do caso e a data em que a atividade 'closed' foi executada para esse caso, ordenando a resposta em relação ao recurso associado à execução da atividade.	 	 	 		select idcase, timestamp, resource from events_log where activity = "End trip" order by resource			
	medium									Liste os casos e a data de ocorrência da atividade 'closed' em cada caso, ordenando a resposta em relação ao recurso responsável pela atividade.								
	medium									Forneça uma lista, ordenada por recurso, dos casos em que a atividade 'closed' ocorreu e as datas dos eventos associados a essas ocorrências.								
	medium									Quais casos passaram pela atividade 'closed' e em que data? Ordene a resposta por recurso associado à ocorrência da atividade.								
											(fazer inglês)	 	 					
																		
119	easy	SELECT log1.idcase, Count(*) FROM log1 GROUP BY log1.idcase	SELECT count(idevent) FROM log5 GROUP BY idcase	2823	2823			Original		Quantos eventos foram registrados para cada idcase?	How many events were logged for each idcase?	select count (idevent) AS n_eventos group by idcase	Quantos eventos foram registrados para cada idcaso?		SELECT count (*), idcase FROM events_log group by idcase	S	casos	Similar a 2805
	easy									Quantos eventos foram registrados para cada caso?	How many events were recorded for each case?	SELECT COUNT(idevent) FROM log5 GROUP BY idcase	 					
	easy									Quantos eventos foram registrados para cada instância de processo?	How many events were logged for each process instance?	SELECT COUNT(*) FROM log5 GROUP BY idcase	 					
	easy									Quantos eventos foram executados em cada um dos casos?	How many events were executed in each case?	 	 					
