1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	medium	SELECT Avg(log1.costevent) FROM log5 JOIN log1 WHERE log5.idcase = 'terminal'	SELECT AVG(DISTINCT COSTEVENT) FROM log8 WHERE activity LIKE '%REJECTED%'	2818	2818			Original - é boa, mas tem semãntica		Qual a média de custo das viagens que tiveram uma fase do processo rejeitada?	What is the average cost of trips that had a process phase rejected?	SELECT AVG(DISTINCT COSTEVENT) FROM log8_excerpt38 WHERE activity LIKE '%REJECTED%'	 	
	medium							Reformulada		Qual a média de custo dos casos que passaram pela atividade 'rejected'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT * FROM log6	SELECT log_s.idcase, (MIN(log_e.startdatetime) - log_s.startdatetime) FROM log6 as log_s JOIN log6 as log_e ON log_s.idcase = log_e.idcase WHERE log_s.activity = 'Awaiting Assignment' AND log_e.activity != 'Awaiting Assignment' AND log_e.startdatetime > log_s.startdatetime GROUP BY log_s.idcase, log_s.activity, log_s.startdatetime	2819	2819			Original - é boa, mas tem semãntica		Qual foi tempo aguardando atribuição de cada problema?	What was the time waiting for each issue to be assigned?	SELECT log_s.idcase, MIN(log_e.startdatetime) - log_s.startdatetime as awaitingassingmenttime FROM log6_excerpt28 log_s INNER JOIN log6_excerpt28 log_e ON log_s.idcase = log_e.idcase WHERE log_s.activity = 'Awaiting Assignment' AND log_e.activity <> 'Awaiting Assignment' AND log_e.startdatetime > log_s.startdatetime GROUP BY log_s.idcase, log_s.activity, log_s.startdatetime	 	
	extra							Reformulada		Qual foi o tempo de duração da atividade 'awaiting assignment' em cada caso?	 	não estou certa de que o SQL funciona	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal'	SELECT count(DISTINCT idcase) FROM log3 WHERE activity LIKE 'O_SENT%'	2821	2821			Original - não vamos falar de subprocessos		Quantas requisições foram enviadas no subprocesso O?	How many requests were sent in subprocess O?	SELECT count(DISTINCT idcase) FROM public.log3_excerpt15 WHERE activity LIKE 'O_SENT%'	 	
	medium							Reformulando		Quantos vezes a atividade 'O_SENT' foi executada?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.idcase, log6.startdatetime FROM log2 ORDER BY log2.resource Asc	SELECT idcase, startdatetime, resource FROM log5 WHERE activity = 'Closed' ORDER BY resource ASC	2822	2822			Original		"Retorne o ""idcase"" e o campo de data em que a atividade foi fechada, ordenada por ""resource""."	"Select the ""idcase"" and the ""startdatetime"" the activity was closed, ordered by ""resource""."	"select idcase, startdatetime, resource where activity = ""Closed"" order by resource asc"	 	
	medium									Retorne o identificador do caso e a data em que a atividade 'closed' foi executada para esse caso, ordenando a resposta em relação ao recurso associado à execução da atividade.	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT log1.idcase, Count(*) FROM log1 GROUP BY log1.idcase	SELECT count(idevent) FROM log5 GROUP BY idcase	2823	2823			Original		Quantos eventos foram registrados para cada idcase?	How many events were logged for each idcase?	select count (idevent) AS n_eventos group by idcase	 	
	easy									Quantos eventos foram registrados para cada caso?	How many events were recorded for each case?	SELECT COUNT(idevent) FROM log5 GROUP BY idcase	 	
	easy									Quantos eventos foram registrados para cada instância de processo?	How many events were logged for each process instance?	SELECT COUNT(*) FROM log5 GROUP BY idcase	 	
	easy									Quantos eventos foram executados em cada um dos casos?	How many events were executed in each case?	 	 	
	easy									Quantos eventos foram executados para cada instância de processo?	How many events were executed for each process instance?	 	 	
	easy									Liste a quantidade de eventos associados a cada caso.	List the number of events associated with each case.	 	 	
	easy									Liste a quantidade de eventos registrada para cada caso.	List the number of events recorded for each case.	 	 	
	easy										List the number of events logged for each case.	 	 	
													 	
	medium	SELECT Count(*) FROM log1 WHERE log1.enddatetime >= 'terminal' AND log1.enddatetime <= 'terminal'	SELECT COUNT(*) FROM log6 WHERE activity = 'Closed' AND startdatetime BETWEEN '2012-05-02T00:00:00.000Z' AND '2012-05-12T23:59:59.000Z'	2824	2824			original - usa contexto da atividade e isso não funciona		Quantos casos foram fechados entre 2012/05/02 e 2012/05/12?	How many cases were closed in between 2012/05/02 and 2012/05/12?	"SELECT COUNT(*) FROM gerenciamento_de_incidentes WHERE activity = ""Closed"" AND startdatetime BETWEEN 2012-05-02T00:00:00.000Z AND 2012-05-12T23:59:59.000Z"	 	
	medium							Corrigida		Quantos casos passsaram pela atividade 'closed' entre 2012/05/02 e 2012/05/12?	 	 	 	
	medium							Eu acho que já vi uma pergunta dessa antes		Informa a quantidade de instâncias de processos que passaram pela atividade 'closed' entre 2012/05/02 e 2012/05/12?	 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	hard	SELECT log1.resource, log1.idcase, log1.idcase, log2.enddatetime FROM log1 JOIN log2 WHERE log1.idcase = 'terminal' ORDER BY log1.idcase Asc	SELECT idevent, idcase, resource, enddatetime FROM log7 WHERE activity LIKE 'by law' ORDER BY enddatetime ASC	2826	2826			Original		Em ordem cronológica de finalização, quais casos incluem a atividade 'by law' e quais são o recurso, id de evento e data de finalização correspondentes dessa atividade?	In chronological order of finish, which cases include the 'by law' activity and what are the resource, event id and end date corresponding to this activity?	"SELECT idevent,idcase,resource,enddatetime FROM log7_excerpt33 WHERE activity LIKE 'by law' ORDER BY enddatetime ASC ;"	 	
	hard									"Informe o identificador do caso, recurso, identificador de evento e data de finalização das ocorrências da atividade ""by law"", considerando ordem cronológica de finalização."	"Inform the case identifier, resource, event identifier and completion date of occurrences of the ""by law"" activity, considering chronological order of completion."	(a ordem dos atributos é considerada pela medida de avaliação sintática?)	 	
	hard									"Recupere o identificador do caso, recurso, identificador de evento e data de finalização das ocorrências da atividade ""by law"". Ordene as informações em ordem cronológica de data de finalização."	"Retrieve the case identifier, resource, event identifier, and end date of the ""by law"" activity occurrences. Sort the information in chronological order by completion date."	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	extra	SELECT log1.resource FROM log1 GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT idcase FROM log6 WHERE idcase IN (SELECT DISTINCT idcase FROM log6 WHERE activity != 'Closed') GROUP BY idcase HAVING count(DISTINCT resource) > 1	2828	2828			original - usa contexto da atividade e isso não funciona		Quais são os problemas em aberto que tiveram atuação de mais de um recurso?	What are the open issues that had actions of more than one resource?	select idcase from ( select case when activity = 'Closed' then true else false end problem_closed ,idcase ,resource from public.log6_excerpt29 ) l6e29 group by idcase, problem_closed having problem_closed != true and count(distinct resource) > 1	 	
	extra							Corrigida		Quais são os casos passaram pela atividade 'open' mas não passaram pela atividade 'closed' ou 'resolved' e nos quais mais de um recurso atuou.	 	 	 	
	extra							A consulta SQL é super complexa - acho que não será possível obtê-la			 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	medium	SELECT Count(DISTINCT log1.resource), log1.costevent FROM log1 GROUP BY log1.resource	SELECT idcase, COUNT(DISTINCT resource), AVG(costevent) FROM log7 GROUP BY idcase	2829	2829			Original		Para cada instância do processo, qual é o número de recursos únicos e seu custo?	For each process instance, what is the number of unique resources and its cost?	"SELECT idcase, COUNT(DISTINCT resource) AS unique_resources, AVG(costevent) AS cost FROM log7_excerpt33 GROUP BY idcase ;"	 	
	medium							A consulta usa Media, mas a requisição pede SOMA.		Quantos recursos diferentes trabalharam em cada instância de processos e qual é o custo desta instância?	 	 	 	
	medium									Quantos recursos diferentes trabalharam em cada caso e qual é o custo desta instância?	 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	hard	SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal' GROUP BY log1.idcase HAVING Count(*) > 'terminal'	SELECT idcase, activity, count(activity) FROM log2 GROUP BY idcase, activity HAVING count(activity) > 1 AND activity LIKE 'Remetido%'	2830	2830			Original (usando semântica)		"Quais ações judiciais possuem mais que um movimento processual começando com ""Remetido""?"	"Which lawsuits have more than one procedural movement starting with ""Remitted""?"	"select idcase lawsuits, activity procedural_movement , count(activity) qty from public.log2_excerpt10 group by idcase, activity having count(activity) > 1 and activity like 'Remetido%';"	 	
	hard							Tirando o uso da semântica		"Quais casos possuem mais de uma atividade cujo nome inicia com ""Remetido""?"	"Which cases have more than one activity whose name starts with ""Remitted""?"	(a consulta traz mais coisas do que precisa, é necessário para funcionar?)	 	
	hard									"Recupere os casos nos quais há mais de uma ocorrência de atividades iniciando com o termo ""Remetido""."	"Retrieve cases where there is more than one occurrence of activities starting with the term ""Remitted""."		 	
													 	
	extra	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Desc	SELECT idcase, MAX(startdatetime) FROM log6 GROUP BY idcase ORDER BY MAX(startdatetime)	2833	2833			Original - consulta boa mas formulação estranha		Para cada instância de processo, qual é (em ordem cronológica) a data de início de evento mais posterior?	For each process instance, what is (in chronological order) the farthest event start date?	"SELECT idcase,MAX(startdatetime) AS farthest_date FROM log6_excerpt28 GROUP BY idcase ORDER BY MAX(startdatetime) ;"	 	
	extra							Refazendo - não ficou exatamente bom, mas a ideia é boa		Lista o identificados dos casos do mais recente ao mais antigo em termos de data de início.	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal'	SELECT COUNT(*) FROM log3 WHERE activity LIKE '%Afhandelen leads-COMPLETE%'	2834	2834			Original - usa semântica		Quantos empréstimos foram completados com Afhandelen ?	How many loans were completed with Afhandelen ?	SELECT COUNT(*) FROM log_table WHERE activity LIKE '%Afhandelen leads-COMPLETE%'	 	
	medium									"Quantas instâncias de processo passaram pela atividade ""Afhandelen leads-COMPLETE""?"	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal' ORDER BY log1.enddatetime Desc LIMIT 1	SELECT DISTINCT idcase FROM log2 WHERE enddatetime IN (SELECT enddatetime FROM log2 WHERE activity = 'Decisão')	2835	2835			Original - mas quais quantos??? 		"Quais foram os últimos casos em questão de tempo a chegar na activity ""Decisão""?"	"Which cases were the last ones in the matter of time to reach the activity ""Decisão""?"	"SELECT DISTINCT idcase FROM gerenciamento_de_incidentes WHERE enddatetime = ALL ( SELECT enddatetime FROM gerenciamento_de_incidentes WHERE activity = ""Decisão"" )"	 	
	hard							Acho que assim faz sentido mas tem que corrigir o SQL		Qual caso foi o último a executar uma atividade de 'decisão'?	 	(não entendi a consulta)	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.resource FROM log1 JOIN log8 JOIN log2 WHERE * = 'terminal' GROUP BY log1.resource ORDER BY Count(*) Desc LIMIT 1	SELECT resource, COUNT(DISTINCT idcase) FROM log6 WHERE activity = 'Closed' GROUP BY resource ORDER BY COUNT(DISTINCT idcase) DESC LIMIT 1	2837	2837			Original 		"Qual recurso mais atualiza casos como ""Closed""?"	"Which resource updates the most cases as ""Closed""?"	"SELECT resource, COUNT(DISTINCT idcase) FROM GERENCIAMENTO_DE_PROBLEMAS_ABERTOS_VOLVO WHERE activity = ""Closed"" GROUP BY 1 ORDER BY 2 DESC LIMIT 1"	 	
